year,variable,label,concept
2006,B25107_007,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2006,B25107_008,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2006,B25107_009,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2006,B25107_010,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_001,Estimate!!Median value!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_002,Estimate!!Median value!!Total!!Built 2005 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_003,Estimate!!Median value!!Total!!Built 2000 to 2004,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_004,Estimate!!Median value!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_005,Estimate!!Median value!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_006,Estimate!!Median value!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_007,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_008,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_009,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2007,B25107_010,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_001,Estimate!!Median value!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_002,Estimate!!Median value!!Total!!Built 2005 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_003,Estimate!!Median value!!Total!!Built 2000 to 2004,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_004,Estimate!!Median value!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_005,Estimate!!Median value!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_006,Estimate!!Median value!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_007,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_008,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_009,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2008,B25107_010,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_001,Estimate!!Median value!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_002,Estimate!!Median value!!Total!!Built 2005 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_003,Estimate!!Median value!!Total!!Built 2000 to 2004,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_004,Estimate!!Median value!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_005,Estimate!!Median value!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_006,Estimate!!Median value!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_007,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_008,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_009,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2009,B25107_010,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2010,B25107_001,Estimate!!Median value!!Total,NA
2010,B25107_002,Estimate!!Median value!!Total!!Built 2005 or later,NA
2010,B25107_003,Estimate!!Median value!!Total!!Built 2000 to 2004,NA
2010,B25107_004,Estimate!!Median value!!Total!!Built 1990 to 1999,NA
2010,B25107_005,Estimate!!Median value!!Total!!Built 1980 to 1989,NA
2010,B25107_006,Estimate!!Median value!!Total!!Built 1970 to 1979,NA
2010,B25107_007,Estimate!!Median value!!Total!!Built 1960 to 1969,NA
2010,B25107_008,Estimate!!Median value!!Total!!Built 1950 to 1959,NA
2010,B25107_009,Estimate!!Median value!!Total!!Built 1940 to 1949,NA
2010,B25107_010,Estimate!!Median value!!Total!!Built 1939 or earlier,NA
2011,B25107_001,Estimate!!Median value!!Total,NA
2011,B25107_002,Estimate!!Median value!!Total!!Built 2005 or later,NA
2011,B25107_003,Estimate!!Median value!!Total!!Built 2000 to 2004,NA
2011,B25107_004,Estimate!!Median value!!Total!!Built 1990 to 1999,NA
2011,B25107_005,Estimate!!Median value!!Total!!Built 1980 to 1989,NA
2011,B25107_006,Estimate!!Median value!!Total!!Built 1970 to 1979,NA
2011,B25107_007,Estimate!!Median value!!Total!!Built 1960 to 1969,NA
2011,B25107_008,Estimate!!Median value!!Total!!Built 1950 to 1959,NA
2011,B25107_009,Estimate!!Median value!!Total!!Built 1940 to 1949,NA
2011,B25107_010,Estimate!!Median value!!Total!!Built 1939 or earlier,NA
2012,B25107_001,Estimate!!Median value!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2012,B25107_002,Estimate!!Median value!!Total!!Built 2010 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2012,B25107_003,Estimate!!Median value!!Total!!Built 2000 to 2009,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2012,B25107_004,Estimate!!Median value!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2012,B25107_005,Estimate!!Median value!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2012,B25107_006,Estimate!!Median value!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2012,B25107_007,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2012,B25107_008,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2012,B25107_009,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2012,B25107_010,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_001,Estimate!!Median value!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_002,Estimate!!Median value!!Total!!Built 2010 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_003,Estimate!!Median value!!Total!!Built 2000 to 2009,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_004,Estimate!!Median value!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_005,Estimate!!Median value!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_006,Estimate!!Median value!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_007,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_008,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_009,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2013,B25107_010,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_001,Estimate!!Median value!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_002,Estimate!!Median value!!Total!!Built 2010 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_003,Estimate!!Median value!!Total!!Built 2000 to 2009,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_004,Estimate!!Median value!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_005,Estimate!!Median value!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_006,Estimate!!Median value!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_007,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_008,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_009,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2014,B25107_010,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_001,Estimate!!Median value!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_002,Estimate!!Median value!!Total!!Built 2014 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_003,Estimate!!Median value!!Total!!Built 2010 to 2013,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_004,Estimate!!Median value!!Total!!Built 2000 to 2009,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_005,Estimate!!Median value!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_006,Estimate!!Median value!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_007,Estimate!!Median value!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_008,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_009,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_010,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2015,B25107_011,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_001,Estimate!!Median value!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_002,Estimate!!Median value!!Total!!Built 2014 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_003,Estimate!!Median value!!Total!!Built 2010 to 2013,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_004,Estimate!!Median value!!Total!!Built 2000 to 2009,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_005,Estimate!!Median value!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_006,Estimate!!Median value!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_007,Estimate!!Median value!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_008,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_009,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_010,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2016,B25107_011,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_001,Estimate!!Median value!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_002,Estimate!!Median value!!Total!!Built 2014 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_003,Estimate!!Median value!!Total!!Built 2010 to 2013,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_004,Estimate!!Median value!!Total!!Built 2000 to 2009,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_005,Estimate!!Median value!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_006,Estimate!!Median value!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_007,Estimate!!Median value!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_008,Estimate!!Median value!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_009,Estimate!!Median value!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_010,Estimate!!Median value!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2017,B25107_011,Estimate!!Median value!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_001,Estimate!!Median value --!!Total,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_002,Estimate!!Median value --!!Total!!Built 2014 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_003,Estimate!!Median value --!!Total!!Built 2010 to 2013,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_004,Estimate!!Median value --!!Total!!Built 2000 to 2009,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_005,Estimate!!Median value --!!Total!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_006,Estimate!!Median value --!!Total!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_007,Estimate!!Median value --!!Total!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_008,Estimate!!Median value --!!Total!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_009,Estimate!!Median value --!!Total!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_010,Estimate!!Median value --!!Total!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2018,B25107_011,Estimate!!Median value --!!Total!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_001,Estimate!!Median value --!!Total:,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_002,Estimate!!Median value --!!Total:!!Built 2014 or later,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_003,Estimate!!Median value --!!Total:!!Built 2010 to 2013,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_004,Estimate!!Median value --!!Total:!!Built 2000 to 2009,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_005,Estimate!!Median value --!!Total:!!Built 1990 to 1999,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_006,Estimate!!Median value --!!Total:!!Built 1980 to 1989,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_007,Estimate!!Median value --!!Total:!!Built 1970 to 1979,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_008,Estimate!!Median value --!!Total:!!Built 1960 to 1969,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_009,Estimate!!Median value --!!Total:!!Built 1950 to 1959,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_010,Estimate!!Median value --!!Total:!!Built 1940 to 1949,MEDIAN VALUE BY YEAR STRUCTURE BUILT
2019,B25107_011,Estimate!!Median value --!!Total:!!Built 1939 or earlier,MEDIAN VALUE BY YEAR STRUCTURE BUILT
