year,variable,label,concept
2006,B07013_003,Estimate!!Total!!Householder lived in renter-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_004,Estimate!!Total!!Same house 1 year ago,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_005,Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_006,Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_007,Estimate!!Total!!Moved within same county,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_008,Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_009,Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_010,Estimate!!Total!!Moved from different county within same state,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_011,Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_012,Estimate!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_013,Estimate!!Total!!Moved from different state,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_014,Estimate!!Total!!Moved from different state!!Householder lived in owner-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_015,Estimate!!Total!!Moved from different state!!Householder lived in renter-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_016,Estimate!!Total!!Moved from abroad,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_017,Estimate!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2006,B07013_018,Estimate!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units,RESIDENCE 1 YEAR AGO BY TENURE IN THE UNITED STATES
2007,B07013_001,Estimate!!Total,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_002,Estimate!!Total!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_003,Estimate!!Total!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_004,Estimate!!Total!!Same house 1 year ago,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_005,Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_006,Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_007,Estimate!!Total!!Moved within same county,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_008,Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_009,Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_010,Estimate!!Total!!Moved from different county within same state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_011,Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_012,Estimate!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_013,Estimate!!Total!!Moved from different state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_014,Estimate!!Total!!Moved from different state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_015,Estimate!!Total!!Moved from different state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_016,Estimate!!Total!!Moved from abroad,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_017,Estimate!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2007,B07013_018,Estimate!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_001,Estimate!!Total,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_002,Estimate!!Total!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_003,Estimate!!Total!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_004,Estimate!!Total!!Same house 1 year ago,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_005,Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_006,Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_007,Estimate!!Total!!Moved within same county,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_008,Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_009,Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_010,Estimate!!Total!!Moved from different county within same state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_011,Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_012,Estimate!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_013,Estimate!!Total!!Moved from different state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_014,Estimate!!Total!!Moved from different state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_015,Estimate!!Total!!Moved from different state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_016,Estimate!!Total!!Moved from abroad,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_017,Estimate!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2008,B07013_018,Estimate!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_001,Estimate!!Total,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_002,Estimate!!Total!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_003,Estimate!!Total!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_004,Estimate!!Total!!Same house 1 year ago,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_005,Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_006,Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_007,Estimate!!Total!!Moved within same county,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_008,Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_009,Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_010,Estimate!!Total!!Moved from different county within same state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_011,Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_012,Estimate!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_013,Estimate!!Total!!Moved from different state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_014,Estimate!!Total!!Moved from different state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_015,Estimate!!Total!!Moved from different state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_016,Estimate!!Total!!Moved from abroad,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_017,Estimate!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2009,B07013_018,Estimate!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2010,B07013_001,Estimate!!Total,NA
2010,B07013_002,Estimate!!Total!!Householder lived in owner-occupied housing units,NA
2010,B07013_003,Estimate!!Total!!Householder lived in renter-occupied housing units,NA
2010,B07013_004,Estimate!!Total!!Same house 1 year ago,NA
2010,B07013_005,Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units,NA
2010,B07013_006,Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units,NA
2010,B07013_007,Estimate!!Total!!Moved within same county,NA
2010,B07013_008,Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units,NA
2010,B07013_009,Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units,NA
2010,B07013_010,Estimate!!Total!!Moved from different county within same state,NA
2010,B07013_011,Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units,NA
2010,B07013_012,Estimate!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units,NA
2010,B07013_013,Estimate!!Total!!Moved from different state,NA
2010,B07013_014,Estimate!!Total!!Moved from different state!!Householder lived in owner-occupied housing units,NA
2010,B07013_015,Estimate!!Total!!Moved from different state!!Householder lived in renter-occupied housing units,NA
2010,B07013_016,Estimate!!Total!!Moved from abroad,NA
2010,B07013_017,Estimate!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units,NA
2010,B07013_018,Estimate!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units,NA
2011,B07013_001,Estimate!!Total,NA
2011,B07013_002,Estimate!!Total!!Householder lived in owner-occupied housing units,NA
2011,B07013_003,Estimate!!Total!!Householder lived in renter-occupied housing units,NA
2011,B07013_004,Estimate!!Total!!Same house 1 year ago,NA
2011,B07013_005,Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units,NA
2011,B07013_006,Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units,NA
2011,B07013_007,Estimate!!Total!!Moved within same county,NA
2011,B07013_008,Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units,NA
2011,B07013_009,Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units,NA
2011,B07013_010,Estimate!!Total!!Moved from different county within same state,NA
2011,B07013_011,Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units,NA
2011,B07013_012,Estimate!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units,NA
2011,B07013_013,Estimate!!Total!!Moved from different state,NA
2011,B07013_014,Estimate!!Total!!Moved from different state!!Householder lived in owner-occupied housing units,NA
2011,B07013_015,Estimate!!Total!!Moved from different state!!Householder lived in renter-occupied housing units,NA
2011,B07013_016,Estimate!!Total!!Moved from abroad,NA
2011,B07013_017,Estimate!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units,NA
2011,B07013_018,Estimate!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units,NA
2012,B07013_001,Estimate!!Total,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_002,Estimate!!Total!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_003,Estimate!!Total!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_004,Estimate!!Total!!Same house 1 year ago,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_005,Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_006,Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_007,Estimate!!Total!!Moved within same county,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_008,Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_009,Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_010,Estimate!!Total!!Moved from different county within same state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_011,Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_012,Estimate!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_013,Estimate!!Total!!Moved from different state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_014,Estimate!!Total!!Moved from different state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_015,Estimate!!Total!!Moved from different state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_016,Estimate!!Total!!Moved from abroad,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_017,Estimate!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2012,B07013_018,Estimate!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_001,Estimate!!Total,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_002,Estimate!!Total!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_003,Estimate!!Total!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_004,Estimate!!Total!!Same house 1 year ago,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_005,Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_006,Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_007,Estimate!!Total!!Moved within same county,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_008,Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_009,Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_010,Estimate!!Total!!Moved from different county within same state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_011,Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_012,Estimate!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_013,Estimate!!Total!!Moved from different state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_014,Estimate!!Total!!Moved from different state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_015,Estimate!!Total!!Moved from different state!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_016,Estimate!!Total!!Moved from abroad,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_017,Estimate!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2013,B07013_018,Estimate!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_001,Estimate!!Total,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_002,Estimate!!Total!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_003,Estimate!!Total!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_004,Estimate!!Total!!Same house 1 year ago,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_005,Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_006,Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_007,Estimate!!Total!!Moved within same county,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_008,Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_009,Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_010,Estimate!!Total!!Moved from different county within same state,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
2014,B07013_011,Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES
